<Team_Name>,<Mission_Time>,PACKET_COUNT,PACKET_TYPE,MODE,TP_RELEASED,ALTITUDE,TEMP,VOLTAGE,GPS_TIME,GPS_LATITUDE,GPS_LONGITUDE,GPS_ALTITUDE,GPS_SATS,SOFTWARE_STATE,CMD_ECHO,<Team_Name>,<Mission_Time>,PACKET_COUNT,PACKET_TYPE,TP_ALTITUDE,TP_TEMP,TP_VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,POINTING_ERROR,TP_SOFTWARE_STATE
1077,12:36:39,126,C,S,N,679.8,20.1,3.3,12:36:39,28.608,77.0406,679.8,9,2,SIMP93420.419,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:40,127,C,S,N,680.2,22.8,3.3,12:36:40,28.608,77.0406,680.2,9,2,SIMP93415.92,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:41,128,C,S,N,680.5,22.2,3.3,12:36:41,28.608,77.0406,680.5,9,2,SIMP93412.545,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:42,129,C,S,N,680.8,23,3.3,12:36:42,28.608,77.0406,680.8,9,2,SIMP93409.171,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:43,130,C,S,N,680.9,22.2,3.3,12:36:43,28.608,77.0406,680.9,9,3,SIMP93408.046,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:44,131,C,S,N,678.1,23.6,3.3,12:36:44,28.608,77.0406,678.1,9,3,SIMP93439.543,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:45,132,C,S,N,674.2,22.7,3.3,12:36:45,28.608,77.0406,674.2,9,3,SIMP93483.429,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:46,133,C,S,N,667.9,22.9,3.3,12:36:46,28.608,77.0406,667.9,9,3,SIMP93554.356,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:47,134,C,S,N,660.1,22.9,3.3,12:36:47,28.608,77.0406,660.1,9,3,SIMP93642.231,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:48,135,C,S,N,651.5,24.8,3.3,12:36:48,28.608,77.0406,651.5,9,3,SIMP93739.196,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:49,136,C,S,N,640.2,25,3.3,12:36:49,28.608,77.0406,640.2,9,3,SIMP93866.727,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:50,137,C,S,N,625.2,23.8,3.3,12:36:50,28.608,77.0406,625.2,9,4,SIMP94036.233,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:51,138,C,S,N,610.2,25,3.3,12:36:51,28.608,77.0406,610.2,9,4,SIMP94205.987,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:52,139,C,S,N,595.2,24.3,3.3,12:36:52,28.608,77.0406,595.2,9,4,SIMP94375.989,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:53,140,C,S,N,580.2,24.3,3.3,12:36:53,28.608,77.0406,580.2,9,4,SIMP94546.24,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:54,141,C,S,N,565.2,21.3,3.3,12:36:54,28.608,77.0406,565.2,9,4,SIMP94716.739,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:55,142,C,S,N,550.2,24.9,3.3,12:36:55,28.608,77.0406,550.2,9,4,SIMP94887.486,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:56,143,C,S,N,535.2,24.1,3.3,12:36:56,28.608,77.0406,535.2,9,4,SIMP95058.483,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:57,144,C,S,N,520.2,21.4,3.3,12:36:57,28.608,77.0406,520.2,9,4,SIMP95229.73,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:58,145,C,S,N,505.2,21.7,3.3,12:36:58,28.608,77.0406,505.2,9,4,SIMP95401.226,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:36:59,146,C,S,N,490.2,21.4,3.3,12:36:59,28.608,77.0406,490.2,9,4,SIMP95572.972,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:00,147,C,S,N,475.2,23.6,3.3,12:37:00,28.608,77.0406,475.2,9,4,SIMP95744.969,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:01,148,C,S,N,460.2,21.9,3.3,12:37:01,28.608,77.0406,460.2,9,4,SIMP95917.216,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:02,149,C,S,N,445.2,21.4,3.3,12:37:02,28.608,77.0406,445.2,9,4,SIMP96089.713,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:03,150,C,S,N,430.2,22,3.3,12:37:03,28.608,77.0406,430.2,9,4,SIMP96262.462,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:04,151,C,S,N,415.2,23.2,3.3,12:37:04,28.608,77.0406,415.2,9,4,SIMP96435.463,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:05,152,C,S,N,400.2,20.8,3.3,12:37:05,28.608,77.0406,400.2,9,4,SIMP96608.715,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:06,153,C,S,N,385.2,21.1,3.3,12:37:06,28.608,77.0406,385.2,9,5,SIMP96782.219,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:07,154,C,S,N,379.9,21.2,3.3,12:37:07,28.608,77.0406,379.9,9,5,SIMP96843.584,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:08,155,C,S,N,374.9,22.1,3.3,12:37:08,28.608,77.0406,374.9,9,5,SIMP96901.504,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:09,156,C,S,N,369.9,22.4,3.3,12:37:09,28.608,77.0406,369.9,9,5,SIMP96959.452,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:10,157,C,S,N,364.9,23.3,3.3,12:37:10,28.608,77.0406,364.9,9,5,SIMP97017.429,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:11,158,C,S,N,359.9,24.2,3.3,12:37:11,28.608,77.0406,359.9,9,5,SIMP97075.433,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:12,159,C,S,N,354.9,23.7,3.3,12:37:12,28.608,77.0406,354.9,9,5,SIMP97133.466,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:13,160,C,S,N,349.9,24.3,3.3,12:37:13,28.608,77.0406,349.9,9,5,SIMP97191.527,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:14,161,C,S,N,344.9,23.1,3.3,12:37:14,28.608,77.0406,344.9,9,5,SIMP97249.616,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:15,162,C,S,N,339.9,22.1,3.3,12:37:15,28.608,77.0406,339.9,9,5,SIMP97307.733,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:16,163,C,S,N,334.9,22.3,3.3,12:37:16,28.608,77.0406,334.9,9,5,SIMP97365.878,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:17,164,C,S,N,329.9,20.8,3.3,12:37:17,28.608,77.0406,329.9,9,5,SIMP97424.051,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:18,165,C,S,N,324.9,23.2,3.3,12:37:18,28.608,77.0406,324.9,9,5,SIMP97482.252,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:19,166,C,S,N,319.9,20.5,3.3,12:37:19,28.608,77.0406,319.9,9,5,SIMP97540.482,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:20,167,C,S,N,314.9,22.1,3.3,12:37:20,28.608,77.0406,314.9,9,5,SIMP97598.739,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:21,168,C,S,N,309.9,21.5,3.3,12:37:21,28.608,77.0406,309.9,9,5,SIMP97657.025,1077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1077,12:37:22,169,C,S,R,304.9,23.5,3.3,12:37:22,28.608,77.0406,304.9,9,6,SIMP97715.339,1077,12:37:22,1,T,294.9,20.2,3.3,0.02,0.01,0.05,0.74,-0.93,5,-3.51,-54.92,12.32,2.89,6
1077,12:37:23,170,C,S,R,299.9,20.3,3.3,12:37:23,28.608,77.0406,299.9,9,6,SIMP97773.681,1077,12:37:23,5,T,289.9,20.6,3.3,0.05,0.02,0,1.89,0.41,5,2.2,-56.5,14.26,1.19,6
1077,12:37:24,171,C,S,R,294.9,23.9,3.3,12:37:24,28.608,77.0406,294.9,9,6,SIMP97832.052,1077,12:37:24,9,T,284.9,20.6,3.3,-0.04,0.02,0,-1.65,0.12,5,5.45,-56.05,14.57,2.96,6
1077,12:37:25,172,C,S,R,289.9,21,3.3,12:37:25,28.608,77.0406,289.9,9,6,SIMP97890.45,1077,12:37:25,13,T,279.9,20.8,3.3,0.01,0.03,0.03,0.73,-0.04,5,-3.35,-53.69,14.26,0.28,6
1077,12:37:26,173,C,S,R,284.9,21.5,3.3,12:37:26,28.608,77.0406,284.9,9,6,SIMP97948.877,1077,12:37:26,17,T,274.9,20.5,3.3,0.04,0.03,0.02,-0.69,0.59,5,-7.23,-51.15,16.22,2.96,6
1077,12:37:27,174,C,S,R,279.9,21.5,3.3,12:37:27,28.608,77.0406,279.9,9,6,SIMP98007.332,1077,12:37:27,21,T,269.9,21.6,3.3,0.04,-0.05,0.01,-1.12,0.14,5,-6.52,-54.79,13.81,2.72,6
1077,12:37:28,175,C,S,R,274.9,21.2,3.3,12:37:28,28.608,77.0406,274.9,9,6,SIMP98065.816,1077,12:37:28,25,T,264.9,20.6,3.3,-0.04,-0.04,0.04,1.52,-0.61,5,1.63,-57.92,14.84,2.35,6
1077,12:37:29,176,C,S,R,269.9,22,3.3,12:37:29,28.608,77.0406,269.9,9,6,SIMP98124.327,1077,12:37:29,29,T,259.9,20.2,3.3,-0.03,0.05,0.02,1.03,-0.01,5,-3.03,-53.26,13.76,1.81,6
1077,12:37:30,177,C,S,R,264.9,24.9,3.3,12:37:30,28.608,77.0406,264.9,9,6,SIMP98182.867,1077,12:37:30,33,T,254.9,20.5,3.3,-0.02,0.02,-0.01,0.15,-0.4,5,4.01,-55.92,13.68,1.6,6
1077,12:37:31,178,C,S,R,259.9,23.1,3.3,12:37:31,28.608,77.0406,259.9,9,6,SIMP98241.435,1077,12:37:31,37,T,249.9,21.3,3.3,-0.04,0.03,0.03,1.44,0.49,5,0.29,-56.5,15.95,1.77,6
1077,12:37:32,179,C,S,R,254.9,24.2,3.3,12:37:32,28.608,77.0406,254.9,9,6,SIMP98300.032,1077,12:37:32,41,T,244.9,21.9,3.3,-0.04,0.01,-0.03,1.07,-0.18,5,-6.6,-54.03,16.7,2.92,6
1077,12:37:33,180,C,S,R,249.9,24,3.3,12:37:33,28.608,77.0406,249.9,9,6,SIMP98358.656,1077,12:37:33,45,T,239.9,20.8,3.3,-0.05,0,0.03,1.05,-0.22,5,1.58,-52.7,15.68,2.27,6
1077,12:37:34,181,C,S,R,244.9,20,3.3,12:37:34,28.608,77.0406,244.9,9,6,SIMP98417.309,1077,12:37:34,49,T,234.9,21.4,3.3,0,0.03,-0.01,-0.26,0.89,5,-1.56,-53.67,15.06,0.42,6
1077,12:37:35,182,C,S,R,239.9,20.1,3.3,12:37:35,28.608,77.0406,239.9,9,6,SIMP98475.991,1077,12:37:35,53,T,229.9,21.3,3.3,0.01,0.03,0.02,1.57,0.19,5,6.34,-57.53,14.51,0.63,6
1077,12:37:36,183,C,S,R,234.9,20.6,3.3,12:37:36,28.608,77.0406,234.9,9,6,SIMP98534.7,1077,12:37:36,57,T,224.9,21.1,3.3,-0.01,-0.03,0,-1.05,-0.82,5,4.47,-56.59,15.84,0.61,6
1077,12:37:37,184,C,S,R,229.9,21.2,3.3,12:37:37,28.608,77.0406,229.9,9,6,SIMP98593.438,1077,12:37:37,61,T,219.9,20.7,3.3,-0.01,0.03,0.02,-0.6,-0.32,5,-8.86,-56.7,16.82,1.74,6
1077,12:37:38,185,C,S,R,224.9,20.2,3.3,12:37:38,28.608,77.0406,224.9,9,6,SIMP98652.205,1077,12:37:38,65,T,214.9,21.8,3.3,0,-0.03,0.05,-0.32,0.04,5,-1.6,-55.03,15,0.45,6
1077,12:37:39,186,C,S,R,219.9,20.3,3.3,12:37:39,28.608,77.0406,219.9,9,6,SIMP98710.999,1077,12:37:39,69,T,209.9,21.8,3.3,0.03,0,0.05,-0.97,-0.86,5,-7.09,-55.95,13.91,1.28,6
1077,12:37:40,187,C,S,R,214.9,24.3,3.3,12:37:40,28.608,77.0406,214.9,9,6,SIMP98769.822,1077,12:37:40,73,T,204.9,20.6,3.3,-0.02,0.03,-0.01,-0.53,-0.74,5,6.96,-52.6,13.71,1.13,6
1077,12:37:41,188,C,S,R,209.9,21.7,3.3,12:37:41,28.608,77.0406,209.9,9,6,SIMP98828.674,1077,12:37:41,77,T,199.9,20.8,3.3,0.04,-0.05,0.04,-1.73,-0.36,5,-2.23,-53.95,13.88,1.51,6
1077,12:37:42,189,C,S,R,204.9,20.5,3.3,12:37:42,28.608,77.0406,204.9,9,6,SIMP98887.554,1077,12:37:42,81,T,194.9,21.1,3.3,-0.03,0.03,0.01,-1.35,-0.42,5,5.6,-57.02,15.71,1.73,6
1077,12:37:43,190,C,S,R,199.9,21.5,3.3,12:37:43,28.608,77.0406,199.9,9,6,SIMP98946.462,1077,12:37:43,85,T,189.9,20.2,3.3,-0.05,-0.03,0.05,0.87,0.86,5,-6.05,-57.25,12.18,1.37,6
1077,12:37:44,191,C,S,R,194.9,22.2,3.3,12:37:44,28.608,77.0406,194.9,9,6,SIMP99005.399,1077,12:37:44,89,T,184.9,20,3.3,-0.02,0.02,0.02,1.31,0.69,5,-4.06,-53.84,13.07,1.75,6
1077,12:37:45,192,C,S,R,189.9,25,3.3,12:37:45,28.608,77.0406,189.9,9,6,SIMP99064.364,1077,12:37:45,93,T,179.9,21.5,3.3,-0.03,0.03,0.02,-0.61,-0.62,5,-7.63,-53.28,15.14,0.4,6
1077,12:37:46,193,C,S,R,184.9,22.5,3.3,12:37:46,28.608,77.0406,184.9,9,6,SIMP99123.357,1077,12:37:46,97,T,174.9,21.5,3.3,0.02,-0.05,-0.02,-0.83,0.4,5,4.53,-54.68,15.88,1.13,6
1077,12:37:47,194,C,S,R,179.9,21,3.3,12:37:47,28.608,77.0406,179.9,9,6,SIMP99182.379,1077,12:37:47,101,T,169.9,21.7,3.3,0.05,0.01,-0.05,0.35,0.56,5,-2.03,-56.04,15.25,0.7,6
1077,12:37:48,195,C,S,R,174.9,23.1,3.3,12:37:48,28.608,77.0406,174.9,9,6,SIMP99241.43,1077,12:37:48,105,T,164.9,21.1,3.3,-0.04,-0.01,0.04,0.84,-0.55,5,8.61,-53.87,14.04,0.23,6
1077,12:37:49,196,C,S,R,169.9,23.2,3.3,12:37:49,28.608,77.0406,169.9,9,6,SIMP99300.508,1077,12:37:49,109,T,159.9,20.3,3.3,0.05,-0.04,0.04,1.41,-0.2,5,-0.13,-50.29,15.01,1.26,6
1077,12:37:50,197,C,S,R,164.9,21.8,3.3,12:37:50,28.608,77.0406,164.9,9,6,SIMP99359.616,1077,12:37:50,113,T,154.9,21.7,3.3,0.02,-0.04,0.03,1.01,0.16,5,6.81,-50.21,15.31,1.75,6
1077,12:37:51,198,C,S,R,159.9,20.5,3.3,12:37:51,28.608,77.0406,159.9,9,6,SIMP99418.752,1077,12:37:51,117,T,149.9,20.1,3.3,-0.01,0.01,-0.02,0.95,-0.2,5,2.8,-51.35,16.88,0.07,6
1077,12:37:52,199,C,S,R,154.9,23.8,3.3,12:37:52,28.608,77.0406,154.9,9,6,SIMP99477.916,1077,12:37:52,121,T,144.9,20.2,3.3,-0.05,0.01,-0.03,-0.38,0.83,5,2.64,-57.79,14.86,0.42,6
1077,12:37:53,200,C,S,R,149.9,22.6,3.3,12:37:53,28.608,77.0406,149.9,9,6,SIMP99537.109,1077,12:37:53,125,T,139.9,21.7,3.3,0,0.04,-0.01,1.72,-0.77,5,6.13,-52.43,14.5,1.93,6
1077,12:37:54,201,C,S,R,144.9,21.4,3.3,12:37:54,28.608,77.0406,144.9,9,6,SIMP99596.33,1077,12:37:54,129,T,134.9,20,3.3,-0.05,-0.04,0.03,0.29,0.99,5,5.42,-52.35,13.71,0.8,6
1077,12:37:55,202,C,S,R,139.9,20.2,3.3,12:37:55,28.608,77.0406,139.9,9,6,SIMP99655.58,1077,12:37:55,133,T,129.9,21.9,3.3,0,-0.01,-0.02,-1.9,0.58,5,-2.21,-55.24,14.32,2.53,6
1077,12:37:56,203,C,S,R,134.9,24.3,3.3,12:37:56,28.608,77.0406,134.9,9,6,SIMP99714.858,1077,12:37:56,137,T,124.9,20.3,3.3,0.01,0.01,0.03,-0.58,-0.97,5,-2.09,-51.46,15.32,2.79,6
1077,12:37:57,204,C,S,R,129.9,21.8,3.3,12:37:57,28.608,77.0406,129.9,9,6,SIMP99774.165,1077,12:37:57,141,T,119.9,20.8,3.3,0.05,0.02,0.04,-1.68,-0.86,5,2.99,-50.49,14.19,0.83,6
1077,12:37:58,205,C,S,R,124.9,22.1,3.3,12:37:58,28.608,77.0406,124.9,9,6,SIMP99833.501,1077,12:37:58,145,T,114.9,20.7,3.3,0.03,0.05,0.03,0.7,-0.37,5,-7.26,-53.21,16.17,1.7,6
1077,12:37:59,206,C,S,R,119.9,24.3,3.3,12:37:59,28.608,77.0406,119.9,9,6,SIMP99892.865,1077,12:37:59,149,T,109.9,20.7,3.3,-0.01,0,0,-0.58,-0.63,5,2.96,-54.69,12.39,0.8,6
1077,12:38:00,207,C,S,R,114.9,23.5,3.3,12:38:00,28.608,77.0406,114.9,9,6,SIMP99952.258,1077,12:38:00,153,T,104.9,21.5,3.3,0.05,-0.05,0.01,1.2,-0.43,5,-1.7,-55.02,16.32,2.14,6
1077,12:38:01,208,C,S,R,109.9,23.1,3.3,12:38:01,28.608,77.0406,109.9,9,6,SIMP100011.679,1077,12:38:01,157,T,99.9,22,3.3,-0.03,0.02,0.03,-0.17,0.53,5,-0.07,-54.98,13.39,2.18,6
1077,12:38:02,209,C,S,R,104.9,22,3.3,12:38:02,28.608,77.0406,104.9,9,6,SIMP100071.129,1077,12:38:02,161,T,94.9,20.1,3.3,-0.02,-0.01,0,-1.15,0.57,5,-4.34,-56.37,16.99,1.93,6
1077,12:38:03,210,C,S,R,99.9,25,3.3,12:38:03,28.608,77.0406,99.9,9,6,SIMP100130.607,1077,12:38:03,165,T,89.9,21.7,3.3,-0.03,-0.04,0.01,1.43,0.68,5,6.99,-56.91,16.88,0.54,6
1077,12:38:04,211,C,S,R,94.9,23.7,3.3,12:38:04,28.608,77.0406,94.9,9,6,SIMP100190.115,1077,12:38:04,169,T,84.9,22,3.3,-0.01,0.02,0.04,-0.14,0.14,5,6.79,-50.07,12.78,0.71,6
1077,12:38:05,212,C,S,R,89.9,20.7,3.3,12:38:05,28.608,77.0406,89.9,9,6,SIMP100249.65,1077,12:38:05,173,T,79.9,21,3.3,-0.02,0.02,-0.05,-1.23,0.14,5,-6.06,-55.24,15.7,0.58,6
1077,12:38:06,213,C,S,R,84.9,20.2,3.3,12:38:06,28.608,77.0406,84.9,9,6,SIMP100309.215,1077,12:38:06,177,T,74.9,20.3,3.3,-0.01,0.01,0,1.5,-0.93,5,6.61,-55.73,12.77,1.82,6
1077,12:38:07,214,C,S,R,79.9,21.7,3.3,12:38:07,28.608,77.0406,79.9,9,6,SIMP100368.808,1077,12:38:07,181,T,69.9,21.5,3.3,0.05,-0.04,-0.03,-1.11,0.08,5,-6.46,-55.54,13.74,2.17,6
1077,12:38:08,215,C,S,R,74.9,22.8,3.3,12:38:08,28.608,77.0406,74.9,9,6,SIMP100428.429,1077,12:38:08,185,T,64.9,20.3,3.3,0.04,-0.05,-0.01,-0.73,0.61,5,-7.04,-55.52,13.44,0.71,6
1077,12:38:09,216,C,S,R,69.9,23.2,3.3,12:38:09,28.608,77.0406,69.9,9,6,SIMP100488.08,1077,12:38:09,189,T,59.9,21.4,3.3,0.02,-0.01,0.05,1.78,-0.46,5,-6.47,-57.32,16.14,1.41,6
1077,12:38:10,217,C,S,R,64.9,22.8,3.3,12:38:10,28.608,77.0406,64.9,9,6,SIMP100547.759,1077,12:38:10,193,T,54.9,21,3.3,0.05,0.02,-0.02,-0.07,-0.93,5,-5.69,-54.79,15.15,0.88,6
1077,12:38:11,218,C,S,R,59.9,21.7,3.3,12:38:11,28.608,77.0406,59.9,9,6,SIMP100607.467,1077,12:38:11,197,T,49.9,20.6,3.3,0.04,-0.03,-0.05,-1.35,-0.76,5,3.48,-57.17,16.79,0.73,6
1077,12:38:12,219,C,S,R,54.9,22.4,3.3,12:38:12,28.608,77.0406,54.9,9,6,SIMP100667.203,1077,12:38:12,201,T,44.9,20.5,3.3,0,-0.05,-0.02,-0.11,-0.3,5,1.6,-54.84,14.57,1.84,6
1077,12:38:13,220,C,S,R,49.9,21.8,3.3,12:38:13,28.608,77.0406,49.9,9,6,SIMP100726.968,1077,12:38:13,205,T,39.9,20.2,3.3,0.04,0.02,0.03,-0.25,-0.96,5,5.48,-51.55,14.3,0.4,6
1077,12:38:14,221,C,S,R,44.9,20.3,3.3,12:38:14,28.608,77.0406,44.9,9,6,SIMP100786.762,1077,12:38:14,209,T,34.9,20.1,3.3,-0.01,0.04,-0.01,-0.85,0.92,5,-3.27,-57.19,12.81,2.81,6
1077,12:38:15,222,C,S,R,39.9,21,3.3,12:38:15,28.608,77.0406,39.9,9,6,SIMP100846.585,1077,12:38:15,213,T,29.9,22,3.3,0.04,-0.03,0.02,-1.95,0.89,5,-1.83,-50.39,14.38,1.29,6
1077,12:38:16,223,C,S,R,34.9,24.9,3.3,12:38:16,28.608,77.0406,34.9,9,6,SIMP100906.436,1077,12:38:16,217,T,24.9,20.8,3.3,0,0,0,0.53,0.72,5,-5.99,-51.13,16.61,0.25,6
1077,12:38:17,224,C,S,R,29.9,21.9,3.3,12:38:17,28.608,77.0406,29.9,9,6,SIMP100966.316,1077,12:38:17,221,T,19.9,21.5,3.3,-0.01,0.02,0.05,1.76,-0.39,5,7.97,-54.1,15.64,2.73,6
1077,12:38:18,225,C,S,R,24.9,23.8,3.3,12:38:18,28.608,77.0406,24.9,9,6,SIMP101026.225,1077,12:38:18,225,T,14.9,21,3.3,-0.01,0.05,0.02,-1.12,0.35,5,-7.57,-53.07,12.82,1.91,6
1077,12:38:19,226,C,S,R,19.9,21.4,3.3,12:38:19,28.608,77.0406,19.9,9,6,SIMP101086.163,1077,12:38:19,229,T,9.9,20,3.3,0,-0.01,0.02,-2,-0.84,5,-6.3,-57.21,15.17,2.41,6
1077,12:38:20,227,C,S,R,14.9,20,3.3,12:38:20,28.608,77.0406,14.9,9,6,SIMP101146.129,1077,12:38:20,233,T,4.9,20.3,3.3,0,0.03,-0.02,-0.48,-0.16,5,-7.58,-57.3,16.7,2.04,6
1077,12:38:21,228,C,S,R,9.9,20.9,3.3,12:38:21,28.608,77.0406,9.9,9,6,SIMP101206.125,1077,12:38:21,237,T,0,21,3.3,0.02,0.04,0.05,0.08,-0.36,5,8.31,-57.57,15.26,0.29,7
1077,12:38:22,229,C,S,R,4.9,22.1,3.3,12:38:22,28.608,77.0406,4.9,9,7,SIMP101266.149,1077,12:38:22,241,T,0,20.8,3.3,-0.02,0,-0.01,0.33,0.5,5,2.69,-50.42,15.4,2.77,7
1077,12:38:23,230,C,S,R,0,23.2,3.3,12:38:23,28.608,77.0406,0,9,7,SIMP101325,1077,12:38:23,245,T,0,21.3,3.3,0.03,0,0.05,-0.55,-0.37,5,7.44,-56.45,13.54,2.09,7